t,MV,PV,DV
1.240000000000000000e+02,2.602003737802150596e+01,3.668900000000000006e+01,3.507800000000000296e+01
1.250000000000000000e+02,2.627591959407763866e+01,3.668900000000000006e+01,3.533599999999999852e+01
1.260000000000000000e+02,2.669674720131199663e+01,3.668900000000000006e+01,3.514300000000000068e+01
1.270000000000000000e+02,2.657944403267018885e+01,3.672200000000000131e+01,3.546500000000000341e+01
1.280000000000000000e+02,2.588437565652900219e+01,3.685099999999999909e+01,3.539999999999999858e+01
1.290000000000000000e+02,2.504561486713832252e+01,3.701200000000000045e+01,3.575500000000000256e+01
1.300000000000000000e+02,2.520142888933744985e+01,3.701200000000000045e+01,3.575500000000000256e+01
1.310000000000000000e+02,2.544098577672844996e+01,3.701200000000000045e+01,3.601299999999999812e+01
1.320000000000000000e+02,2.582407279307076209e+01,3.701200000000000045e+01,3.581900000000000261e+01
1.330000000000000000e+02,2.577505716524717272e+01,3.704399999999999693e+01,3.594800000000000040e+01
1.340000000000000000e+02,2.563270658299197891e+01,3.710799999999999699e+01,3.610900000000000176e+01
1.350000000000000000e+02,2.434089226236753234e+01,3.730199999999999960e+01,3.578699999999999903e+01
1.360000000000000000e+02,2.441242970386834443e+01,3.733400000000000318e+01,3.617399999999999949e+01
1.370000000000000000e+02,2.457735084067362408e+01,3.733400000000000318e+01,3.633500000000000085e+01
1.380000000000000000e+02,2.485044134423190343e+01,3.733400000000000318e+01,3.604500000000000171e+01
1.390000000000000000e+02,2.502735659539645852e+01,3.733400000000000318e+01,3.617399999999999949e+01
1.400000000000000000e+02,2.486696768818934800e+01,3.739800000000000324e+01,3.604500000000000171e+01
1.410000000000000000e+02,2.386389279271641328e+01,3.756000000000000227e+01,3.662500000000000000e+01
1.420000000000000000e+02,2.335842332015187139e+01,3.765599999999999881e+01,3.665699999999999648e+01
1.430000000000000000e+02,2.374240679696599443e+01,3.765599999999999881e+01,3.636699999999999733e+01
1.440000000000000000e+02,2.388025657930245416e+01,3.765599999999999881e+01,3.675399999999999778e+01
1.450000000000000000e+02,2.408223356627729927e+01,3.765599999999999881e+01,3.678600000000000136e+01
1.460000000000000000e+02,2.442905368567910784e+01,3.765599999999999881e+01,3.685099999999999909e+01
1.470000000000000000e+02,2.438920195265090030e+01,3.768800000000000239e+01,3.688300000000000267e+01
1.480000000000000000e+02,2.418547772784289762e+01,3.775300000000000011e+01,3.697899999999999920e+01
1.490000000000000000e+02,2.471979200493979434e+01,3.768800000000000239e+01,3.681799999999999784e+01
1.500000000000000000e+02,2.299114093354437927e+01,3.794599999999999795e+01,3.704399999999999693e+01
1.510000000000000000e+02,2.309163426044397838e+01,3.797899999999999920e+01,3.685099999999999909e+01
1.520000000000000000e+02,2.320980254213529648e+01,3.797899999999999920e+01,3.723700000000000188e+01
1.530000000000000000e+02,2.343698005185229505e+01,3.797899999999999920e+01,3.701200000000000045e+01
1.540000000000000000e+02,2.364581849576715911e+01,3.797899999999999920e+01,3.720499999999999829e+01
1.550000000000000000e+02,2.385874604757201922e+01,3.797899999999999920e+01,3.701200000000000045e+01
1.560000000000000000e+02,2.380288402200221398e+01,3.801100000000000279e+01,3.739800000000000324e+01
1.570000000000000000e+02,2.286295838929544644e+01,3.817199999999999704e+01,3.717300000000000182e+01
1.580000000000000000e+02,2.301851403711895472e+01,3.817199999999999704e+01,3.730199999999999960e+01
1.590000000000000000e+02,2.233869551144567467e+01,3.830100000000000193e+01,3.762400000000000233e+01
1.600000000000000000e+02,2.244396916428591027e+01,3.830100000000000193e+01,3.768800000000000239e+01
1.610000000000000000e+02,2.274640734266482411e+01,3.830100000000000193e+01,3.772099999999999653e+01
1.620000000000000000e+02,2.290282408346381260e+01,3.830100000000000193e+01,3.759199999999999875e+01
1.630000000000000000e+02,2.318273154732516872e+01,3.830100000000000193e+01,3.781700000000000017e+01
1.640000000000000000e+02,2.326156383061150379e+01,3.830100000000000193e+01,3.781700000000000017e+01
1.650000000000000000e+02,2.353868881485701792e+01,3.830100000000000193e+01,3.765599999999999881e+01
1.660000000000000000e+02,2.369278827564663104e+01,3.830100000000000193e+01,3.765599999999999881e+01
1.670000000000000000e+02,2.305278147081983775e+01,3.839699999999999847e+01,3.778499999999999659e+01
1.680000000000000000e+02,2.297815140019271496e+01,3.842999999999999972e+01,3.765599999999999881e+01
1.690000000000000000e+02,2.219149140444386958e+01,3.855899999999999750e+01,3.778499999999999659e+01
1.700000000000000000e+02,2.220116348004403051e+01,3.859100000000000108e+01,3.817199999999999704e+01
1.710000000000000000e+02,2.233089758327860608e+01,3.859100000000000108e+01,3.804299999999999926e+01
1.720000000000000000e+02,2.228873219802374095e+01,3.862299999999999756e+01,3.826899999999999835e+01
1.730000000000000000e+02,2.254144177591448184e+01,3.862299999999999756e+01,3.797899999999999920e+01
1.740000000000000000e+02,2.273638553406577145e+01,3.862299999999999756e+01,3.833299999999999841e+01
1.750000000000000000e+02,2.288239784150282929e+01,3.862299999999999756e+01,3.810699999999999932e+01
1.760000000000000000e+02,2.286991955789035558e+01,3.865500000000000114e+01,3.836500000000000199e+01
1.770000000000000000e+02,2.252298739521808457e+01,3.871999999999999886e+01,3.839699999999999847e+01
1.780000000000000000e+02,2.233823002717058870e+01,3.875200000000000244e+01,3.849399999999999977e+01
1.790000000000000000e+02,2.183607238175945042e+01,3.884899999999999665e+01,3.862299999999999756e+01
1.800000000000000000e+02,2.123042442104031835e+01,3.894500000000000028e+01,3.868800000000000239e+01
1.810000000000000000e+02,2.152770324606856178e+01,3.894500000000000028e+01,3.855899999999999750e+01
1.820000000000000000e+02,2.160365094157972976e+01,3.894500000000000028e+01,3.830100000000000193e+01
1.830000000000000000e+02,2.186829288857063602e+01,3.894500000000000028e+01,3.859100000000000108e+01
1.840000000000000000e+02,2.196594173056927701e+01,3.894500000000000028e+01,3.891299999999999670e+01
1.850000000000000000e+02,2.213292476582879686e+01,3.894500000000000028e+01,3.862299999999999756e+01
1.860000000000000000e+02,2.227311979653077145e+01,3.894500000000000028e+01,3.871999999999999886e+01
1.870000000000000000e+02,2.142783274163966922e+01,3.907399999999999807e+01,3.894500000000000028e+01
1.880000000000000000e+02,2.206640537454862283e+01,3.900999999999999801e+01,3.881600000000000250e+01
1.890000000000000000e+02,2.155551206281487353e+01,3.910600000000000165e+01,3.900999999999999801e+01
1.900000000000000000e+02,2.133281605462826747e+01,3.917099999999999937e+01,3.900999999999999801e+01
1.910000000000000000e+02,2.069041717141366377e+01,3.926800000000000068e+01,3.900999999999999801e+01
1.920000000000000000e+02,2.077046499740933427e+01,3.926800000000000068e+01,3.875200000000000244e+01
1.930000000000000000e+02,2.105089442622764651e+01,3.926800000000000068e+01,3.888100000000000023e+01
1.940000000000000000e+02,2.119870460545635638e+01,3.926800000000000068e+01,3.913900000000000290e+01
1.950000000000000000e+02,2.129716056906160659e+01,3.926800000000000068e+01,3.894500000000000028e+01
1.960000000000000000e+02,2.150969089666612177e+01,3.926800000000000068e+01,3.910600000000000165e+01
1.970000000000000000e+02,2.136937001788284007e+01,3.929999999999999716e+01,3.894500000000000028e+01
1.980000000000000000e+02,2.081258825919996269e+01,3.939600000000000080e+01,3.933200000000000074e+01
1.990000000000000000e+02,2.073855824653025337e+01,3.942900000000000205e+01,3.933200000000000074e+01
2.000000000000000000e+02,2.221107412809386972e+01,3.926800000000000068e+01,3.907399999999999807e+01
2.010000000000000000e+02,2.038856143700147783e+01,3.952499999999999858e+01,3.933200000000000074e+01
2.020000000000000000e+02,2.072310735911328905e+01,3.949300000000000210e+01,3.907399999999999807e+01
2.030000000000000000e+02,2.095984397639534791e+01,3.949300000000000210e+01,3.942900000000000205e+01
2.040000000000000000e+02,2.107410412900801333e+01,3.949300000000000210e+01,3.933200000000000074e+01
2.050000000000000000e+02,2.080433634496926487e+01,3.955799999999999983e+01,3.952499999999999858e+01
2.060000000000000000e+02,2.084298160459031379e+01,3.955799999999999983e+01,3.959000000000000341e+01
2.070000000000000000e+02,2.076454435095786266e+01,3.959000000000000341e+01,3.965400000000000347e+01
2.080000000000000000e+02,2.101583748952737452e+01,3.959000000000000341e+01,3.926800000000000068e+01
2.090000000000000000e+02,2.109078124648605979e+01,3.959000000000000341e+01,3.962199999999999989e+01
2.100000000000000000e+02,2.133543150791926735e+01,3.959000000000000341e+01,3.926800000000000068e+01
2.110000000000000000e+02,2.137083889576380002e+01,3.959000000000000341e+01,3.929999999999999716e+01
2.120000000000000000e+02,2.155296549070947876e+01,3.959000000000000341e+01,3.926800000000000068e+01
2.130000000000000000e+02,2.163447096203548270e+01,3.959000000000000341e+01,3.962199999999999989e+01
2.140000000000000000e+02,2.175444224423974404e+01,3.959000000000000341e+01,3.952499999999999858e+01
2.150000000000000000e+02,2.187141753776544917e+01,3.959000000000000341e+01,3.968699999999999761e+01
2.160000000000000000e+02,2.213928082521324114e+01,3.959000000000000341e+01,3.984799999999999898e+01
2.170000000000000000e+02,2.215715188769722488e+01,3.959000000000000341e+01,3.991199999999999903e+01
2.180000000000000000e+02,2.120052301394920846e+01,3.975099999999999767e+01,3.994400000000000261e+01
2.190000000000000000e+02,2.158658655960736539e+01,3.971900000000000119e+01,3.997699999999999676e+01
2.200000000000000000e+02,2.053679325926140464e+01,3.988000000000000256e+01,3.997699999999999676e+01
2.210000000000000000e+02,2.058405161058178479e+01,3.988000000000000256e+01,3.971900000000000119e+01
2.220000000000000000e+02,2.053688452820782118e+01,3.991199999999999903e+01,3.997699999999999676e+01
2.230000000000000000e+02,2.064407306927953911e+01,3.991199999999999903e+01,3.984799999999999898e+01
2.240000000000000000e+02,2.074614818927481608e+01,3.991199999999999903e+01,3.997699999999999676e+01
2.250000000000000000e+02,2.087619812636711103e+01,3.991199999999999903e+01,4.013799999999999812e+01
2.260000000000000000e+02,2.101354692610303232e+01,3.991199999999999903e+01,3.994400000000000261e+01
2.270000000000000000e+02,2.114750842375276818e+01,3.991199999999999903e+01,4.020199999999999818e+01
2.280000000000000000e+02,2.128984845749081600e+01,3.991199999999999903e+01,4.020199999999999818e+01
2.290000000000000000e+02,2.102981121461853320e+01,3.997699999999999676e+01,4.023400000000000176e+01
2.300000000000000000e+02,2.133963903060755740e+01,3.994400000000000261e+01,4.004099999999999682e+01
2.310000000000000000e+02,2.152336259970242338e+01,3.994400000000000261e+01,4.017000000000000171e+01
2.320000000000000000e+02,2.016077824609373792e+01,4.013799999999999812e+01,4.029899999999999949e+01
2.330000000000000000e+02,1.954566906258757797e+01,4.023400000000000176e+01,4.029899999999999949e+01
2.340000000000000000e+02,2.002137855215579521e+01,4.020199999999999818e+01,3.991199999999999903e+01
2.350000000000000000e+02,1.985651421726957366e+01,4.023400000000000176e+01,4.004099999999999682e+01
2.360000000000000000e+02,2.001790255954954745e+01,4.023400000000000176e+01,4.004099999999999682e+01
2.370000000000000000e+02,2.016524938629956409e+01,4.023400000000000176e+01,4.029899999999999949e+01
2.380000000000000000e+02,2.038623398275046483e+01,4.023400000000000176e+01,4.033100000000000307e+01
2.390000000000000000e+02,2.049693084284186284e+01,4.023400000000000176e+01,4.042799999999999727e+01
2.400000000000000000e+02,2.060306909677978027e+01,4.023400000000000176e+01,4.017000000000000171e+01
2.410000000000000000e+02,2.074899029551115959e+01,4.023400000000000176e+01,4.049199999999999733e+01
2.420000000000000000e+02,2.102502920337436620e+01,4.023400000000000176e+01,4.026700000000000301e+01
2.430000000000000000e+02,2.112764660531741612e+01,4.023400000000000176e+01,4.042799999999999727e+01
2.440000000000000000e+02,2.102235479159510234e+01,4.026700000000000301e+01,4.055700000000000216e+01
2.450000000000000000e+02,2.059809938903463689e+01,4.033100000000000307e+01,4.058899999999999864e+01
