t,MV,PV,DV
2.680000000000000000e+02,5.859070505817453522e+01,5.667000000000000171e+01,5.312500000000000000e+01
2.690000000000000000e+02,5.834531305828648584e+01,5.667000000000000171e+01,5.312500000000000000e+01
2.700000000000000000e+02,5.823883159056168779e+01,5.667000000000000171e+01,5.338300000000000267e+01
2.710000000000000000e+02,5.807876760591319965e+01,5.670199999999999818e+01,5.338300000000000267e+01
2.720000000000000000e+02,5.792887966611686323e+01,5.676700000000000301e+01,5.341499999999999915e+01
2.730000000000000000e+02,5.782286124830672236e+01,5.673400000000000176e+01,5.341499999999999915e+01
2.740000000000000000e+02,5.771839746988314346e+01,5.686299999999999955e+01,5.373700000000000188e+01
2.750000000000000000e+02,5.775891064666424057e+01,5.670199999999999818e+01,5.344700000000000273e+01
2.760000000000000000e+02,5.765246797498405584e+01,5.689600000000000080e+01,5.383400000000000318e+01
2.770000000000000000e+02,5.755784247772844253e+01,5.689600000000000080e+01,5.383400000000000318e+01
2.780000000000000000e+02,5.737618912515583247e+01,5.692799999999999727e+01,5.383400000000000318e+01
2.790000000000000000e+02,5.728047756530588686e+01,5.689600000000000080e+01,5.383400000000000318e+01
2.800000000000000000e+02,5.717515765349361345e+01,5.699199999999999733e+01,5.344700000000000273e+01
2.810000000000000000e+02,5.708166052253665157e+01,5.689600000000000080e+01,5.386599999999999966e+01
2.820000000000000000e+02,5.687922923076061466e+01,5.699199999999999733e+01,5.386599999999999966e+01
2.830000000000000000e+02,5.688303318924393182e+01,5.699199999999999733e+01,5.409199999999999875e+01
2.840000000000000000e+02,5.666055179430647826e+01,5.699199999999999733e+01,5.386599999999999966e+01
2.850000000000000000e+02,5.656630960493981064e+01,5.699199999999999733e+01,5.415599999999999881e+01
2.860000000000000000e+02,5.647342750741195516e+01,5.699199999999999733e+01,5.402700000000000102e+01
2.870000000000000000e+02,5.638187942445398448e+01,5.699199999999999733e+01,5.377000000000000313e+01
2.880000000000000000e+02,5.642413643117426147e+01,5.699199999999999733e+01,5.415599999999999881e+01
